SN,Region,District,School_Name,Location,Gender,Residency,Email,Category,Is_STEM,latitude,longitude,youth_literacy_count,mpi_score
476,NORTHERN,TAMALE METRO,ANBARIYA SENIOR HIGH SCHOOL,TAMALE,MIXED,DAY/BOARDING,anbariyashs@ges.gov.gh,C,No,5.8771706,0.3662603,21699.95238095238,0.1904761904761904
477,NORTHERN,TAMALE METRO,TAMALE GIRLS SENIOR HIGH SCHOOL,TAMALE,FEMALE,DAY/BOARDING,tamalegirlsshs@ges.gov.gh,C,No,9.4226781,-0.8620235,21699.95238095238,0.1904761904761904
478,NORTHERN,TAMALE METRO,"PRESBY SENIOR HIGH SCHOOL, TAMALE",TAMALE,MIXED,DAY,presbytamaleshs@ges.gov.gh,C,No,6.3325025,-0.4784514,21699.95238095238,0.1904761904761904
479,NORTHERN,TATALE SANGULI,E. P. AGRIC SENIOR HIGH/TECH SCHOOL,TATALE,MIXED,DAY,epagricshst@ges.gov.gh,C,No,10.0272463,-0.9731496,8140.0,0.2
480,NORTHERN,TOLON,KASULIYILI SENIOR HIGH SCHOOL,KASULIYILI,MIXED,DAY,kasuliyilishs@ges.gov.gh,C,No,9.3815355,-0.8511432,11883.0,0.3
481,NORTHERN,TOLON,TOLON SENIOR HIGH SCHOOL,TOLON,MIXED,DAY/BOARDING,tolonshs@ges.gov.gh,C,No,5.9668857,-0.9929572,11883.0,0.3
482,NORTHERN,YENDI MUNICIPAL,DAGBON STATE SENIOR HIGH/TECH SCHOOL,YENDI,MIXED,DAY/BOARDING,dagbonstateshst@ges.gov.gh,C,No,5.0317548,-1.6628839,21729.0,0.2
483,NORTHERN,YENDI MUNICIPAL,YENDI SENIOR HIGH SCHOOL,YENDI,MIXED,DAY/BOARDING,yendishs@ges.gov.gh,C,No,5.9668857,-0.9929572,24338.5,0.0833333333333333
484,NORTHERN,ZABZUGU,ZABZUGU SENIOR HIGH SCHOOL,ZABZUGU,MIXED,DAY/BOARDING,zabzugushs@ges.gov.gh,C,No,10.6593164,-1.268658,7712.0,0.2
485,OTI,BIAKOYE,WORAWORA SENIOR HIGH SCHOOL,WORAWORA,MIXED,DAY/BOARDING,woraworashs@ges.gov.gh,C,No,10.9014082,-0.9013563,11473.0,0.1
486,OTI,BIAKOYE,TAPAMAN SENIOR HIGH/TECH SCHOOL,TAPA- AMANFROM,MIXED,DAY,tapamanshst@ges.gov.gh,C,No,9.4226781,-0.8620235,11473.0,0.1
487,OTI,BIAKOYE,BOWIRI COMM. DAY SCHOOL,BOWIRI,MIXED,DAY,bowiricommdayshs@ges.gov.gh,C,No,7.308312,0.3196626,11473.0,0.1
488,OTI,BIAKOYE,NKONYA SENIOR HIGH SCHOOL,NKONYA- AHENKRO,MIXED,DAY/BOARDING,nkonyashs@ges.gov.gh,C,No,5.9668857,-0.9929572,11473.0,0.1
489,OTI,BIAKOYE,BIAKOYE COMM. DAY SCHOOL,KWAMEKROM,MIXED,DAY,biakoyecommdayshs@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765
490,OTI,JASIKAN,BUEMAN SENIOR HIGH SCHOOL,JASIKAN,MIXED,DAY/BOARDING,buemanshs@ges.gov.gh,C,No,5.5950893,-0.277005,11893.777777777776,0.1111111111111111
491,OTI,JASIKAN,OKADJAKROM SENIOR HIGH/TECH SCHOOL,OKADJAKROM,MIXED,DAY/BOARDING,okadjakromshst@ges.gov.gh,C,No,5.4234565,-0.9611574,11893.777777777776,0.1111111111111111
492,OTI,JASIKAN,BAGLO RIDGE SENIOR HIGH/TECH SCHOOL,BAGLO,MIXED,DAY,bagloridgeshst@ges.gov.gh,C,No,10.9324723,-0.9735882,11893.777777777776,0.1111111111111111
493,OTI,JASIKAN,FR. DOGLI MEMORIAL VOC.TECH. INST.,NEW AYOMA,MIXED,DAY/BOARDING,frdoglimemorialtechvocinst@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765
494,OTI,KADJEBI,AHAMANSU ISLAMIC SENIOR HIGH SCHOOL,AHAMANSU,MIXED,DAY,ahamansuislamicshs@ges.gov.gh,C,No,9.3743188,-0.8407925,12671.0,0.1
495,OTI,KADJEBI,DODI-PAPASE SENIOR HIGH/TECH SCHOOL,DODI PAPASE,MIXED,DAY/BOARDING,dodipapaseshst@ges.gov.gh,C,No,6.8901817,-1.2489599,12671.0,0.1
496,OTI,KADJEBI,KADJEBI-ASATO SENIOR HIGH SCHOOL,KADJETO-ASATO,MIXED,DAY/BOARDING,kadjebiasatoshs@ges.gov.gh,C,No,5.8771706,0.3662603,12671.0,0.1
497,OTI,KRACHI EAST,OTI SENIOR HIGH/TECH SCHOOL,DAMBAI,MIXED,DAY/BOARDING,otishst@ges.gov.gh,C,No,6.6556435,-1.1071968,11893.777777777776,0.1111111111111111
498,OTI,KRACHI EAST,YABRAM COMM. DAY SCHOOL,DAMBAI,MIXED,DAY,yabramcommdayshs@ges.gov.gh,C,No,7.2045812,-2.591577,11893.777777777776,0.1111111111111111
499,OTI,KRACHI EAST,ASUKAWKAW SENIOR HIGH SCHOOL,ASUKAWKAW,MIXED,DAY/BOARDING,asukawkawshs@ges.gov.gh,C,No,5.4234565,-0.9611574,11893.777777777776,0.1111111111111111
500,OTI,KRACHI NCHUMURU,NCHUMURUMAN COMM. DAY SENIOR HIGH SCHOOL,[NEAR] TEGBI,MIXED,DAY,nchumurumancommdayshs@ges.gov.gh,C,No,5.9668857,-0.9929572,11666.0,0.2
501,OTI,KRACHI WEST,KETE KRACHI SENIOR HIGH/TECH SCHOOL,KETE-KRACHI,MIXED,DAY,ketekrachishst@ges.gov.gh,C,No,7.2316721,-2.1751937,11893.777777777776,0.1111111111111111
502,OTI,KRACHI WEST,KRACHI SENIOR HIGH SCHOOL,KETE-KRACHI,MIXED,DAY/BOARDING,krachishs@ges.gov.gh,C,No,7.2316721,-2.1751937,11893.777777777776,0.1111111111111111
503,OTI,NKWANTA NORTH,KPASSA SENIOR HIGH/TECH SCHOOL,KPASSA,MIXED,DAY/BOARDING,kpassashst@ges.gov.gh,C,No,10.0272463,-0.9731496,11893.777777777776,0.1111111111111111
504,OTI,NKWANTA SOUTH,NKWANTA SENIOR HIGH SCHOOL,NKWANTA,MIXED,DAY/BOARDING,nkwantashs@ges.gov.gh,C,No,10.6593164,-1.268658,11893.777777777776,0.1111111111111111
505,OTI,NKWANTA SOUTH,NKWANTA COMM SENIOR HIGH SCHOOL,NKWANTA,MIXED,DAY,nkwantacommshs@ges.gov.gh,C,No,10.6593164,-1.268658,11893.777777777776,0.1111111111111111
506,OTI,NKWANTA SOUTH,KYABOBO GIRLS SENIOR HIGH SCHOOL,NKWANTA,FEMALE,DAY,kyabobogirlsshs@ges.gov.gh,C,No,7.190168,0.337969,11893.777777777776,0.1111111111111111
507,OTI,NKWANTA SOUTH,NTRUBOMAN SENIOR HIGH SCHOOL,BREWANIASE,MIXED,DAY/BOARDING,ntrubomanshs@ges.gov.gh,C,No,5.9668857,-0.9929572,11893.777777777776,0.1111111111111111
508,SAVANNAH,BOLE,BAMBOI COMM. SENIOR HIGH SCHOOL,BAMBOI,MIXED,DAY,bamboicommshs@ges.gov.gh,C,No,9.3815355,-0.8511432,14855.0,0.2
509,SAVANNAH,BOLE,BOLE SENIOR HIGH SCHOOL,BOLE,MIXED,DAY/BOARDING,boleshs@ges.gov.gh,C,No,5.9668857,-0.9929572,14855.0,0.2
510,SAVANNAH,BOLE,ST. ANTHONY OF PADUA SENIOR HIGH/TECH SCHOOL,BAMBOI,MIXED,DAY,stanthonyofpaduashs@ges.gov.gh,C,No,4.9118697,-1.7874429,14855.0,0.2
511,SAVANNAH,CENTRAL GONJA,BUIPE SENIOR HIGH SCHOOL,BUIPE,MIXED,DAY/BOARDING,buipeshs@ges.gov.gh,C,No,7.3366184,-2.304839,12321.0,0.3
512,SAVANNAH,CENTRAL GONJA,BUIPE TECH/VOC INST.,BUIPE,MIXED,DAY,buipetechvocinst@ges.gov.gh,C,No,,,12321.0,0.3
513,SAVANNAH,CENTRAL GONJA,MPAHA COMMUNITY DAY SENIOR HIGH SCHOOL,MPAHA,MIXED,DAY,mphashs@ges.gov.gh,C,No,7.993766,-0.326021,14506.0,0.1
514,SAVANNAH,EAST GONJA,SALAGA SENIOR HIGH SCHOOL,SALAGA,MIXED,DAY/BOARDING,salagashs@ges.gov.gh,C,No,10.6593164,-1.268658,15488.0,0.2
515,SAVANNAH,EAST GONJA,SALAGA T.I. AHMAD SENIOR HIGH SCHOOL,SALAGA,MIXED,DAY/BOARDING,salagatiahmadiyyashs@ges.gov.gh,C,No,9.4273607,-0.8767444,15488.0,0.2
516,SAVANNAH,NORTH GONJA,DABOYA COMM. DAY SCHOOL,DABOYA,MIXED,DAY,daboyacommshs@ges.gov.gh,C,No,7.2045812,-2.591577,4955.0,0.3
517,SAVANNAH,SAWLA-TUNA-KALBA,TUNA SENIOR HIGH/TECH SCHOOL,TUNA,MIXED,DAY/BOARDING,tunashst@ges.gov.gh,C,No,10.0272463,-0.9731496,12968.666666666666,0.225
518,SAVANNAH,SAWLA-TUNA-KALBA,SAWLA SENIOR HIGH SCHOOL,SAWLA,MIXED,DAY/BOARDING,sawlashs@ges.gov.gh,C,No,5.8771706,0.3662603,15488.0,0.2
519,SAVANNAH,WEST GONJA,NDEWURA JAKPA SENIOR HIGH/TECH SCHOOL,DAMONGO,MIXED,DAY/BOARDING,ndewurajakpashst@ges.gov.gh,C,No,10.0272463,-0.9731496,11666.0,0.2
520,SAVANNAH,WEST GONJA,DAMONGO SENIOR HIGH SCHOOL,DAMONGO,MIXED,DAY/BOARDING,damongoshs@ges.gov.gh,C,No,5.9668857,-0.9929572,11666.0,0.2
521,UPPER EAST,BAWKU EAST,BAWKU TECH. INST.,BAWKU KPALUGU,MIXED,DAY,bawkutechinst@ges.gov.gh,C,No,11.0511766,-0.2670358,16093.787878787878,0.203030303030303
522,UPPER EAST,BAWKU MUNICIPAL,BAWKU SENIOR HIGH/TECH SCHOOL,BAWKU,MIXED,DAY/BOARDING,bawkushst@ges.gov.gh,C,No,5.5950893,-0.277005,16093.787878787878,0.203030303030303
523,UPPER EAST,BAWKU MUNICIPAL,BAWKU SENIOR HIGH SCHOOL,BAWKU,MIXED,DAY/BOARDING,bawkushs@ges.gov.gh,C,No,5.5950893,-0.277005,16093.787878787878,0.203030303030303
524,UPPER EAST,BAWKU WEST,ZEBILLA SENIOR HIGH/TECH SCHOOL,ZEBILLA,MIXED,DAY/BOARDING,zebillashst@ges.gov.gh,C,No,5.7065864,-0.1702485,20599.0,0.2
525,UPPER EAST,BAWKU WEST,KUSANABA SENIOR HIGH SCHOOL,KUSANABA,MIXED,DAY/BOARDING,kusanabashs@ges.gov.gh,C,No,6.6903393,-1.5480316,20599.0,0.2
526,UPPER EAST,BINDURI,BINDURI COMM. SENIOR HIGH SCHOOL,BINDURI,MIXED,DAY,binduricommshs@ges.gov.gh,C,No,6.8901817,-1.2489599,11089.0,0.3
527,UPPER EAST,BOLGA EAST,GAMBIGO COMM. DAY SENIOR HIGH SCHOOL,GAMBIGO,MIXED,DAY,gambigocommshs@ges.gov.gh,C,No,6.8901817,-1.2489599,16093.787878787878,0.203030303030303
528,UPPER EAST,BOLGATANGA,BOLGA TECH. INST.,BOLGATANGA,MIXED,DAY/BOARDING,bolgatechinst@ges.gov.gh,C,No,,,25491.0,0.1
529,UPPER EAST,BOLGATANGA MUNICIPAL,BOLGA GIRLS SENIOR HIGH SCHOOL,ZAARE- BOLGATANGA,FEMALE,DAY/BOARDING,bolgagirlsshs@ges.gov.gh,C,No,7.190168,0.337969,25491.0,0.1
530,UPPER EAST,BOLGATANGA MUNICIPAL,ZUARUNGU SENIOR HIGH SCHOOL,ZUARUNGU,MIXED,DAY/BOARDING,zuarungushs@ges.gov.gh,C,No,5.5950893,-0.277005,7048.0,0.1
531,UPPER EAST,BOLGATANGA MUNICIPAL,BOLGA SHERIGU COMM. SENIOR HIGH SCHOOL,BOLGA,MIXED,DAY,bolgasherigucommshs@ges.gov.gh,C,No,7.993766,-0.326021,25491.0,0.1
532,UPPER EAST,BOLGATANGA MUNICIPAL,ZAMSE SENIOR HIGH/TECH SCHOOL,BOLGATANGA,MIXED,DAY/BOARDING,zamseshst@ges.gov.gh,C,No,6.6556435,-1.1071968,25491.0,0.1
533,UPPER EAST,BONGO,AZEEM-NAMOA SENIOR HIGH/TECH SCHOOL,SAMBOLIGO AMANGA NABIISI,MIXED,DAY,azeemnamoashst@ges.gov.gh,C,No,10.0272463,-0.9731496,20170.0,0.3
534,UPPER EAST,BONGO,BONGO SENIOR HIGH SCHOOL,BONGO,MIXED,DAY/BOARDING,bongoshs@ges.gov.gh,C,No,5.9668857,-0.9929572,20170.0,0.3
535,UPPER EAST,BONGO,ZORKOR SENIOR HIGH SCHOOL,ZORKOR,MIXED,DAY/BOARDING,zorkorshs@ges.gov.gh,C,No,10.9014082,-0.9013563,20170.0,0.3
536,UPPER EAST,BONGO,GOWRIE SENIOR HIGH/TECH SCHOOL,GOWRIE,MIXED,DAY/BOARDING,gowrieshst@ges.gov.gh,C,No,6.6556435,-1.1071968,20170.0,0.3
537,UPPER EAST,BUILSA NORTH,SANDEMA SENIOR HIGH SCHOOL,SANDEMA,MIXED,DAY/BOARDING,sandemashs@ges.gov.gh,C,No,5.8771706,0.3662603,10722.0,0.2
538,UPPER EAST,BUILSA NORTH,SANDEMA SENIOR HIGH/TECH SCHOOL,DAMPONG,MIXED,DAY,sandemashst@ges.gov.gh,C,No,10.0272463,-0.9731496,10722.0,0.2
539,UPPER EAST,BUILSA NORTH,WIAGA COMM. SENIOR HIGH SCHOOL,WIAGA,MIXED,DAY,wiagacommshs@ges.gov.gh,C,No,10.6593164,-1.268658,10722.0,0.2
540,UPPER EAST,BUILSA NORTH,KANJAGA COMM. SENIOR HIGH SCHOOL,KANJAGA,MIXED,DAY,kanjagacommshs@ges.gov.gh,C,No,7.993766,-0.326021,5946.0,0.3
541,UPPER EAST,BUILSA SOUTH,FUMBISI SENIOR HIGH SCHOOL,FUMBISI,MIXED,DAY/BOARDING,fumbisishs@ges.gov.gh,C,No,9.3815355,-0.8511432,5946.0,0.3
542,UPPER EAST,GARU TEMPANE,GARU COMM. DAY SENIOR HIGH SCHOOL,GARU,MIXED,DAY,garucommshs@ges.gov.gh,C,No,5.9668857,-0.9929572,10283.0,0.2
543,UPPER EAST,GARU TEMPANI,TEMPANE SENIOR HIGH SCHOOL,TEMPANE,MIXED,DAY/BOARDING,tempaneshs@ges.gov.gh,C,No,5.5950893,-0.277005,11818.0,0.2
544,UPPER EAST,KASENA-NANKANI,O.L.L. GIRLS SENIOR HIGH SCHOOL,NAVRONGO,FEMALE,DAY/BOARDING,ourladyoflourdesgilrlsshs@ges.gov.gh,C,No,7.190168,0.337969,16093.787878787878,0.203030303030303
545,UPPER EAST,KASENA-NANKANI MUNICIPAL,AWE SENIOR HIGH/TECH SCHOOL,NAVRONGO,MIXED,DAY/BOARDING,aweshst@ges.gov.gh,C,No,10.0272463,-0.9731496,16093.787878787878,0.203030303030303
546,UPPER EAST,KASENA-NANKANI MUNICIPAL,ST. JOHN'S INTEGRATED SENIOR HIGH/TECH SCHOOL,TONO,MIXED,DAY/BOARDING,stjohnsintegratedshst@ges.gov.gh,C,No,,,16093.787878787878,0.203030303030303
547,UPPER EAST,KASENA-NANKANI MUNICIPAL,NOTRE DAME SEM/ SENIOR HIGH SCHOOL NAVRONGO,NAVRONGO,MALE,DAY/BOARDING,notredamesemshs@ges.gov.gh,C,No,,,16093.787878787878,0.203030303030303
548,UPPER EAST,KASENA-NANKANI MUNICIPAL,NAVRONGO SENIOR HIGH SCHOOL,JANANIA- NAVRONGO,MIXED,DAY/BOARDING,navrongoshs@ges.gov.gh,C,No,5.9926294,0.8187733,16093.787878787878,0.203030303030303
549,UPPER EAST,KASENA-NANKANI WEST,PAGA SENIOR HIGH SCHOOL,PAGA,MIXED,DAY,pagashs@ges.gov.gh,C,No,10.6593164,-1.268658,16093.787878787878,0.203030303030303
550,UPPER EAST,KASENA-NANKANI WEST,SIRIGU INTEGRATED SENIOR HIGH SCHOOL,SIRIGU,MIXED,DAY/BOARDING,sirigushs@ges.gov.gh,C,No,5.0317548,-1.6628839,16093.787878787878,0.203030303030303
551,UPPER EAST,KASENA-NANKANI WEST,NABANGO SENIOR HIGH SCHOOL,NABANGO,MIXED,DAY,nabangoshs@ges.gov.gh,C,No,5.8771706,0.3662603,16093.787878787878,0.203030303030303
552,UPPER EAST,KASENA-NANKANI WEST,MIRIGU COMMUNITY DAY SENIOR HIGH SCHOOL,MIRIGU,MIXED,DAY,mirigucommshs@ges.gov.gh,C,No,5.314022,-1.00919,16093.787878787878,0.203030303030303
553,UPPER EAST,KASENA-NANKANI WEST,CHIANA SENIOR HIGH SCHOOL,CHIANA,MIXED,DAY/BOARDING,chianashs@ges.gov.gh,C,No,10.6593164,-1.268658,16093.787878787878,0.203030303030303
554,UPPER EAST,KASSENA NANAKANA EAST,ST. BERNADETTES TECH/VOC. INST.,NAVRONGO,MIXED,DAY/BOARDING,stbernadettestechvocinst@ges.gov.gh,C,No,,,16093.787878787878,0.203030303030303
555,UPPER EAST,NABDAM,KONGO SENIOR HIGH SCHOOL,KONGO,MIXED,DAY/BOARDING,kongoshs@ges.gov.gh,C,No,6.6903393,-1.5480316,9190.0,0.4
556,UPPER EAST,TALENSI,TONGO SENIOR HIGH/TECH SCHOOL,TONGO,MIXED,DAY,tongoshst@ges.gov.gh,C,No,10.9324723,-0.9735882,15277.0,0.3
557,UPPER EAST,TALENSI,BOLGATANGA SENIOR HIGH SCHOOL,BOLGATANGA,MIXED,DAY/BOARDING,bolgatangashs@ges.gov.gh,C,No,10.6593164,-1.268658,15277.0,0.3
558,UPPER WEST,BUSSIE-ISSA,DAFFIAMAH SENIOR HIGH SCHOOL,DAFFIAMAH,MIXED,DAY/BOARDING,daffiamahshs@ges.gov.gh,C,No,7.142572,-1.6406402,5165.0,0.2
559,UPPER WEST,JIRAPA,ULLO SENIOR HIGH SCHOOL,ULLO,MIXED,DAY/BOARDING,ulloshs@ges.gov.gh,C,No,5.9668857,-0.9929572,15320.0,0.2
560,UPPER WEST,JIRAPA,HAN SENIOR HIGH SCHOOL,JIRAPA,MIXED,DAY,hanshs@ges.gov.gh,C,No,5.5950893,-0.277005,15320.0,0.2
561,UPPER WEST,JIRAPA,JIRAPA SENIOR HIGH SCHOOL,JIRAPA-TOWN,MIXED,DAY/BOARDING,jirapashs@ges.gov.gh,C,No,10.6593164,-1.268658,15320.0,0.2
562,UPPER WEST,JIRAPA,"ST. FRANCIS GIRLS SENIOR HIGH SCHOOL, JIRAPA",JIRAPA,FEMALE,DAY/BOARDING,stfrancisgirlsshs@ges.gov.gh,C,No,6.319177,-2.250302,15320.0,0.2
563,UPPER WEST,LAMBUSIE-KARNI,PIINA SENIOR HIGH SCHOOL,PIINA,MIXED,DAY/BOARDING,piinashs@ges.gov.gh,C,No,5.5950893,-0.277005,7873.0,0.2
564,UPPER WEST,LAMBUSIE-KARNI,LAMBUSSIE COMM SENIOR HIGH SCHOOL,LAMBUSSIE,MIXED,DAY,lambussiecommshs@ges.gov.gh,C,No,9.3815355,-0.8511432,7873.0,0.2
565,UPPER WEST,LAWRA,EREMON SENIOR HIGH/TECH SCHOOL,EREMON,MIXED,DAY/BOARDING,eremonshst@ges.gov.gh,C,No,6.6556435,-1.1071968,9769.0,0.2
566,UPPER WEST,LAWRA,LAWRA SENIOR HIGH SCHOOL,LAWRA,MIXED,DAY/BOARDING,lawrashs@ges.gov.gh,C,No,5.8771706,0.3662603,9769.0,0.2
567,UPPER WEST,LAWRA,BIRIFOH SENIOR HIGH SCHOOL,LAWRA,MIXED,DAY,birifohshs@ges.gov.gh,C,No,9.4273607,-0.8767444,9769.0,0.2
568,UPPER WEST,NADOWLI,"QUEEN OF PEACE SENIOR HIGH SCHOOL, NADOWLI",NADOWLI,MIXED,DAY/BOARDING,queenofpeaceshs@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765
569,UPPER WEST,NADOWLI,"ST. AUGUSTINE SENIOR HIGH/TECH SCHOOL, SAAN CHARIKPONG","SAAN, CHARIKPONG",MIXED,DAY/BOARDING,st.augustinecharikpongshst@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765
570,UPPER WEST,NADOWLI,TAKPO SENIOR HIGH SCHOOL,TAKPO,MIXED,DAY,takposhst@ges.gov.gh,C,No,5.4234565,-0.9611574,10774.823529411764,0.2058823529411765
571,UPPER WEST,NADOWLI,KALEO SENIOR HIGH/TECH SCHOOL,KALEO,MIXED,DAY/BOARDING,kaleoshst@ges.gov.gh,C,No,9.4226781,-0.8620235,10774.823529411764,0.2058823529411765
572,UPPER WEST,NADOWLI KALEO,ST. BASILIDES VOC./TECH. INST.,KALEO,MIXED,DAY/BOARDING,stbasilidestechvocinst@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765
573,UPPER WEST,NADOWLI/KALEO,SOMBO SENIOR HIGH SCHOOL,SOMBO,FEMALE,DAY,somboshs@ges.gov.gh,C,No,5.9668857,-0.9929572,10774.823529411764,0.2058823529411765
574,UPPER WEST,NANDOM,NANDOM SENIOR HIGH SCHOOL,NANDOM,MALE,DAY/BOARDING,nandomshs@ges.gov.gh,C,No,5.8771706,0.3662603,10774.823529411764,0.2058823529411765
575,UPPER WEST,NANDOM,HOLY FAMILY SENIOR HIGH SCHOOL,HAMILE,MIXED,DAY/BOARDING,holyfamilyshs@ges.gov.gh,C,No,9.3815355,-0.8511432,7873.0,0.2
576,UPPER WEST,NANDOM,ST.JOHN'S VOC. TECH. INSTITUTE,NANDOM,MIXED,DAY/BOARDING,stjohnstechvocinst@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765
577,UPPER WEST,NANDOM,KO SENIOR HIGH SCHOOL,KO-NANDOM,MIXED,DAY/BOARDING,koshs@ges.gov.gh,C,No,5.9668857,-0.9929572,10774.823529411764,0.2058823529411765
578,UPPER WEST,SISALA EAST,TUMU SENIOR HIGH/TECH SCHOOL,TUMU,MIXED,DAY/BOARDING,tumushst@ges.gov.gh,C,No,6.6556435,-1.1071968,10774.823529411764,0.2058823529411765
579,UPPER WEST,SISALA EAST,KANTON SENIOR HIGH SCHOOL,TUMU,MIXED,DAY/BOARDING,kantonshs@ges.gov.gh,C,No,6.6903393,-1.5480316,11883.0,0.3
580,UPPER WEST,SISALA WEST,DR. HILA LIMAN SENIOR HIGH SCHOOL,GWOLLU,MIXED,DAY/BOARDING,drhilalimanshs@ges.gov.gh,C,No,5.7065864,-0.1702485,10774.823529411764,0.2058823529411765
581,UPPER WEST,WA EAST,LOGGU COMM. DAY SCHOOL,LOGGU,MIXED,DAY,loggucommshs@ges.gov.gh,C,No,9.8977649,-2.3492356,10323.0,0.2
582,UPPER WEST,WA EAST,FUNSI SENIOR HIGH SCHOOL,FUNSI,MIXED,DAY/BOARDING,funsishs@ges.gov.gh,C,No,6.6903393,-1.5480316,10323.0,0.2
583,UPPER WEST,WA MUNICIPAL,"T. I. AHMADIYYA SENIOR HIGH SCHOOL, WA",WA,MIXED,DAY/BOARDING,tiahmadiyyawashs@ges.gov.gh,C,No,9.4064815,-0.8770518,10774.823529411764,0.2058823529411765
584,UPPER WEST,WA MUNICIPAL,NORTHERN STAR SENIOR HIGH SCHOOL,"MANGU, WA",MIXED,DAY,northernstarshs@ges.gov.gh,C,No,6.6903393,-1.5480316,10774.823529411764,0.2058823529411765
585,UPPER WEST,WA MUNICIPAL,JAMIAT AL-HIDAYA ISLAMIC GIRLS SENIOR HIGH SCHOOL,WA,FEMALE,DAY/BOARDING,jamiatalhidayaislamicgirlsshs@ges.gov.gh,C,No,9.3743188,-0.8407925,10774.823529411764,0.2058823529411765
586,UPPER WEST,WA MUNICIPAL,WA SENIOR HIGH/TECH SCHOOL,WA,MIXED,DAY/BOARDING,washst@ges.gov.gh,C,No,10.6593164,-1.268658,10774.823529411764,0.2058823529411765
587,UPPER WEST,WA MUNICIPAL,WA SENIOR HIGH SCHOOL,WA,MIXED,DAY/BOARDING,washs@ges.gov.gh,C,No,10.6593164,-1.268658,10774.823529411764,0.2058823529411765
588,UPPER WEST,WA MUNICIPAL,WA TECH. INST.,WA,MIXED,DAY/BOARDING,watechinst@ges.gov.gh,C,No,10.0394737,-2.5040223,10774.823529411764,0.2058823529411765
589,UPPER WEST,WA MUNICIPAL,"ISLAMIC SENIOR HIGH SCHOOL, WA",WA,MIXED,DAY/BOARDING,islamicwashs@ges.gov.gh,C,No,9.3815355,-0.8511432,10774.823529411764,0.2058823529411765
590,UPPER WEST,WA WEST,LASSIE-TUOLU SENIOR HIGH SCHOOL,LASSIE,MIXED,DAY/BOARDING,lassietuolushs@ges.gov.gh,C,No,5.9926294,0.8187733,12740.0,0.3
591,VOLTA,ADAKLU,ABUADI/TSREFE SENIOR HIGH SCHOOL,ADAKLU - ABUADI,MIXED,DAY,abuaditsrefecomm.shs@ges.gov.gh,C,No,7.3366184,-2.304839,15849.0,0.1
592,VOLTA,ADAKLU-ANYIGBE,ADAKLU SENIOR HIGH SCHOOL,ADAKLU,MIXED,DAY/BOARDING,adaklushs@ges.gov.gh,C,No,5.8771706,0.3662603,17326.024691358023,0.1123456790123456
593,VOLTA,AFADZATO SOUTH,VE COMM. SENIOR HIGH SCHOOL,VE-KOLOENU,MIXED,DAY/BOARDING,vecommshs@ges.gov.gh,C,No,5.7065864,-0.1702485,13149.0,0.1
594,VOLTA,AFADZATO SOUTH,LEKLEBI SENIOR HIGH SCHOOL,LEKLEBI,MIXED,DAY/BOARDING,leklebishs@ges.gov.gh,C,No,9.4226781,-0.8620235,13149.0,0.1
595,VOLTA,AFADZATO SOUTH,JIM BOURTON MEM AGRIC. SENIOR HIGH SCHOOL,LOGBA ADZOKOE,MIXED,DAY/BOARDING,jimbourtonmemagricshs@ges.gov.gh,C,No,6.8901817,-1.2489599,13149.0,0.1
596,VOLTA,AFADZATO SOUTH,AGATE COMM. SENIOR HIGH SCHOOL,AGATE,MIXED,DAY/BOARDING,agatecommshs@ges.gov.gh,C,No,6.0797685,-0.2506627,13149.0,0.1
597,VOLTA,AFADZTO SOUTH,ST. DANIEL COMBONI TECH/VOC INST.,LIATI,MIXED,DAY/BOARDING,stdanielcombonitechvocinst@ges.gov.gh,C,No,,,21990.0,0.1
598,VOLTA,AFADZTO SOUTH,HAVE TECH. INST.,HAVE,MIXED,DAY/BOARDING,havetechinst@ges.gov.gh,C,No,6.7574128,0.3562593,19221.0,0.1
599,VOLTA,AGORTIME ZIOPE,AGOTIME SENIOR HIGH SCHOOL,KPETOE,MIXED,DAY/BOARDING,agotimeshs@ges.gov.gh,C,No,9.4273607,-0.8767444,15849.0,0.1
600,VOLTA,AGORTIME ZIOPE,ZIOPE SENIOR HIGH SCHOOL,ZIOPE,MIXED,DAY,ziopeshs@ges.gov.gh,C,No,5.9668857,-0.9929572,17326.024691358023,0.11234567901234566
601,VOLTA,AKATSI,AKATSI SENIOR HIGH/TECH SCHOOL,AKATSI,MIXED,DAY/BOARDING,akatsishst@ges.gov.gh,C,No,10.0272463,-0.9731496,17326.024691358023,0.1123456790123456
602,VOLTA,AKATSI NORTH,AVE SENIOR HIGH SCHOOL,AVE-DAKPA,MIXED,DAY/BOARDING,aveshs@ges.gov.gh,C,No,5.9926294,0.8187733,5210.0,0.2
603,VOLTA,AKATSI SOUTH,AVENOR SENIOR HIGH SCHOOL,AVENORKPEME,MIXED,DAY,avenorshs@ges.gov.gh,C,No,5.9926294,0.8187733,17326.024691358023,0.1123456790123456
